node1,node2,free_bw,used_bw,delay,pkloss
1,3,99999.921431,78.569384,0.0,0.0
1,4,99999.921431,78.569384,0.0,0.0
1,5,99999.921408,78.591896,5.510569,0.0
1,6,99999.960707,39.292731,0.54121,0.0
1,8,99999.960712,39.287907,0.0,0.0
1,9,99999.921411,78.588678,5.079508,0.0
1,13,99999.960712,39.287907,3.47209,0.0
1,14,99999.921411,78.588678,0.0,0.0
1,17,99999.921408,78.591896,0.184655,0.0
1,21,99999.960778,39.222222,3.117085,0.0
1,22,99999.960715,39.284692,0.0,0.0
1,24,99999.960712,39.287907,0.0,0.0
1,26,99999.921424,78.575815,0.0,0.0
1,27,99999.921408,78.591897,4.302144,0.0
1,28,99999.960714,39.286299,0.0,0.0
1,30,99999.960706,39.29434,0.0,0.0
1,32,99999.921427,78.572598,0.0,0.0
1,39,99999.921431,78.569384,0.527978,0.0
1,41,99999.921411,78.588678,0.0,0.0
1,45,99999.921411,78.588678,0.0,0.0
2,3,99999.96072,39.279869,1.360536,0.0
2,4,99999.96072,39.279869,1.147509,0.0
2,7,99999.960714,39.2863,0.0,0.0
2,25,99999.96071,39.289517,2.468467,0.0
2,28,99999.960719,39.281476,1.699924,0.0
2,36,99999.96071,39.289517,1.828074,0.0
2,38,99999.960712,39.287908,1.397014,0.0
2,46,99999.960717,39.283084,1.111031,0.0
3,23,99999.921424,78.575817,2.566099,0.0
4,5,99999.921418,78.582249,5.494118,0.0
4,6,99999.96071,39.289516,0.0,0.0
4,7,99999.921427,78.5726,31.347513,0.0
4,11,99999.960709,39.291124,3.982067,0.0
4,16,99999.921421,78.579034,0.314593,0.0
4,31,99999.921434,78.566167,4.024863,0.0
5,10,99999.960699,39.300774,6.047964,0.0
5,12,99999.921402,78.59833,0.0,0.0
5,15,99999.96071,39.289517,0.0,0.0
5,16,99999.921402,78.59833,1.355529,0.0
5,20,99999.960709,39.291124,0.0,0.0
5,21,99999.960775,39.225439,3.74794,0.0
5,35,99999.921405,78.595112,0.0,0.0
5,37,99999.921405,78.595112,4.34351,0.0
5,40,99999.960709,39.291124,0.0,0.0
6,9,99999.960704,39.295948,5.562663,0.0
6,40,99999.96071,39.289516,1.361132,0.0
7,8,99999.960714,39.2863,0.0,0.0
7,11,99999.960702,39.297556,0.0,0.0
7,13,99999.96071,39.289516,0.0,0.0
7,20,99999.96071,39.289516,0.0,0.0
7,29,99999.96071,39.289516,0.0,0.0
7,30,99999.960702,39.297556,0.0,0.0
7,32,99999.921421,78.579031,0.0,0.0
7,35,99999.921408,78.591895,0.0,0.0
7,41,99999.921411,78.588678,0.0,0.0
7,43,99999.921408,78.591895,0.0,0.0
7,45,99999.921408,78.591895,0.0,0.0
8,38,99999.96071,39.289516,0.088573,0.0
9,10,99999.960701,39.299165,3.664851,0.0
10,12,99999.960699,39.300774,13.258457,0.0
10,14,99999.960701,39.299165,2.726912,0.0
12,15,99999.960709,39.291124,7.504582,0.0
14,18,99999.960704,39.295948,1.971126,0.0
14,23,99999.921408,78.591895,6.620049,0.0
14,27,99999.921402,78.59833,1.248121,0.0
16,17,99999.921402,78.59833,10.711432,0.0
16,19,99999.921402,78.59833,9.387493,0.0
16,22,99999.96071,39.289517,7.374406,0.0
16,34,99999.921421,78.579034,1.268983,0.0
16,42,99999.960699,39.300774,1.942515,0.0
16,46,99999.921415,78.585464,491.261005,0.0
16,48,99999.921405,78.595112,10.885,0.0
17,18,99999.960704,39.295948,0.281572,0.0
17,19,99999.921402,78.59833,0.0,0.0
17,24,99999.921421,78.579031,2.438068,0.0
17,31,99999.96071,39.289516,2.737403,0.0
17,44,99999.921421,78.579034,1.371026,0.0
19,42,99999.960699,39.300774,1.566529,0.0
20,25,99999.960709,39.291124,0.0,0.0
20,33,99999.96071,39.289516,0.0,0.0
21,33,99999.960776,39.22383,6.940603,0.0
22,26,99999.921437,78.562953,0.0,0.0
22,36,99999.96071,39.289517,0.0,0.0
23,29,99999.96071,39.289516,0.810623,0.0
23,47,99999.921405,78.595112,7.200003,0.0
24,48,99999.921421,78.579031,0.0,0.0
26,37,99999.921421,78.579031,0.147581,0.0
33,34,99999.921424,78.575817,0.0,0.0
33,43,99999.921408,78.591895,1.069069,0.0
34,39,99999.92144,78.559738,2.640963,0.0
35,47,99999.921405,78.595112,6.625533,0.0
40,44,99999.960719,39.281476,19.724607,0.0
