node1,node2,free_bw,used_bw,delay,pkloss
1,3,98983.068206,1016931.794148,5.861044,0.280374
1,4,99951.028548,48971.452409,0.793695,0.0
1,5,99841.716666,158283.333529,1.757264,1.295337
1,6,99982.407767,17592.23301,0.0,13.953488
1,8,99999.92087,79.129859,3.49617,0.0
1,9,99999.960508,39.491546,6.409645,0.0
1,13,99999.92087,79.129835,1.771092,0.0
1,14,99999.921023,78.976595,4.203081,0.0
1,17,99999.921017,78.983093,8.420229,0.0
1,21,99999.921007,78.992843,3.852129,0.0
1,22,99999.921017,78.983093,2.39253,0.0
1,24,99999.92102,78.979844,10.679722,0.0
1,26,99999.960437,39.563293,12.999177,0.0
1,27,99999.960504,39.496421,6.054163,0.0
1,28,99722.030832,277969.167871,5.67615,0.15873
1,30,99999.921007,78.992842,0.515223,0.0
1,32,99999.921014,78.986342,571.428061,0.0
1,39,99999.960508,39.491546,0.0,0.0
1,41,99999.92102,78.979844,0.0,0.0
1,45,99999.960499,39.501299,3.340125,0.0
2,3,99999.920873,79.126586,9.267449,0.0
2,4,99999.920877,79.123337,1.045585,0.0
2,7,99999.920877,79.123337,6.316543,0.0
2,25,99999.920867,79.133085,13.489127,0.0
2,28,99723.001405,276998.594877,9.156585,0.319489
2,36,99999.920867,79.133085,0.0,0.0
2,38,99999.920727,79.273328,0.0,0.0
2,46,99999.92099,79.009972,5.112529,0.0
3,23,99999.921014,78.986342,2.706409,0.0
4,5,99999.960512,39.488298,3.664732,0.0
4,6,99999.92102,78.979844,8.961916,0.0
4,7,99999.960513,39.486673,0.954032,0.0
4,11,99999.921023,78.976595,11.661172,0.0
4,16,99999.960512,39.488298,4.302025,0.0
4,31,99999.960512,39.488298,8.08847,0.0
5,10,99999.921014,78.986342,1.84381,0.0
5,12,99999.96051,39.489922,12.84647,0.0
5,15,99999.921017,78.983093,2.302408,0.0
5,16,99999.96051,39.489922,41.444063,0.0
5,20,99999.920873,79.126586,10.442376,0.0
5,21,99999.921007,78.992843,10.861516,0.0
5,35,99999.960505,39.494796,2.419949,0.0
5,37,99999.92102,78.979844,0.0,0.0
5,40,99999.92102,78.979844,1.069546,0.0
6,9,99999.921017,78.983093,14.44757,0.0
6,40,99999.921017,78.983093,0.253558,0.0
7,8,99999.920873,79.12661,7.031083,0.0
7,11,99999.92102,78.979844,2.143502,0.0
7,13,99999.920873,79.126586,1.038313,0.0
7,20,99999.920877,79.123337,5.977392,0.0
7,29,99999.921017,78.983093,8.278012,0.0
7,30,99999.921014,78.986344,6.041527,0.0
7,32,99999.96051,39.489922,28.047442,0.0
7,35,99999.960505,39.494796,0.0,0.0
7,41,99999.960513,39.486673,7.598519,0.0
7,43,99999.960512,39.488298,9.898543,0.0
7,45,99999.9605,39.499673,0.06938,0.0
8,38,99999.920723,79.276601,0.0,0.0
9,10,99999.921014,78.986342,5.691528,0.0
10,12,99999.921014,78.986342,3.220797,0.0
10,14,99999.921017,78.983094,8.793473,0.0
12,15,99999.921017,78.983093,4.532933,0.0
14,18,99999.921027,78.973346,2.011061,0.0
14,23,99999.921017,78.983094,0.607014,0.0
14,27,99999.921014,78.986344,13.010144,0.0
16,17,99999.960508,39.491546,3.423452,0.0
16,19,99999.960505,39.494796,44.358492,0.0
16,22,99999.92102,78.979844,3.041506,0.0
16,34,99999.96051,39.489922,9.27484,0.0
16,42,99999.921014,78.986342,0.0,0.0
16,46,99999.960568,39.431615,3.685832,0.0
16,48,99999.940763,59.236507,554.177523,0.0
17,18,99999.921023,78.976595,6.031156,0.0
17,19,99999.92101,78.989593,1.791477,0.0
17,24,99999.92102,78.979844,8.061647,0.0
17,31,99999.92102,78.979844,10.191917,0.0
17,44,99999.960497,39.502924,11.834502,0.0
19,42,99999.921004,78.996091,0.0,0.0
20,25,99999.920867,79.133085,6.118536,0.0
20,33,99999.920867,79.133085,4.570365,0.0
21,33,99999.921001,78.999342,6.869078,0.0
22,26,99999.960437,39.563293,19.032955,0.0
22,36,99999.921014,78.986342,0.0,0.0
23,29,99999.921014,78.986342,6.392002,0.0
23,47,99999.960504,39.496421,0.0,0.0
24,48,99999.921017,78.983093,0.934482,0.0
26,37,99999.960437,39.563293,0.0,0.0
33,34,99999.960507,39.493171,5.588889,0.0
33,43,99999.921014,78.986342,5.799532,0.0
34,39,99999.96051,39.489922,1.098037,0.0
35,47,99999.960502,39.498046,0.0,0.0
40,44,99999.920997,79.002599,0.0,0.0
