node1,node2,free_bw,used_bw,delay,pkloss
1,3,99999.960653,39.347487,2.572894,0.0
1,4,99999.960651,39.3491,0.0,0.0
1,5,99999.921308,78.69175,6.689429,0.0
1,6,99999.921305,78.694975,0.56231,0.0
1,8,99999.960654,39.345875,1.438022,0.0
1,9,99999.921308,78.69175,0.496864,0.0
1,13,99999.960653,39.347488,8.915901,0.0
1,14,100000.0,0.0,1.471519,0.0
1,17,99999.941029,58.971296,7.927179,0.0
1,21,99999.960588,39.41222,1.428485,0.0
1,22,99999.960653,39.347487,1.211047,0.0
1,24,99999.960654,39.345875,501.277328,0.0
1,26,99999.960653,39.347488,1.481175,0.0
1,27,99999.921308,78.69175,6.802559,0.0
1,28,99999.960653,39.347487,0.900507,0.0
1,30,99999.960654,39.345875,2.845049,0.0
1,32,100000.0,0.0,17.48848,0.0
1,39,99999.921302,78.698201,0.280976,0.0
1,41,100000.0,0.0,0.0,0.0
1,45,99999.921185,78.814701,0.0,0.0
2,3,99999.921299,78.701427,8.528829,0.0
2,4,99999.921295,78.704653,0.0,0.0
2,7,99999.921299,78.701427,2.140522,0.0
2,25,99999.921299,78.701427,1.692533,0.0
2,28,99999.921299,78.701429,1.498461,0.0
2,36,99999.921302,78.698202,6.003141,0.0
2,38,99999.921172,78.827624,0.0,0.0
2,46,99999.921302,78.698202,0.0,0.0
3,23,100000.0,0.0,2.916813,0.0
4,5,99999.921305,78.694975,0.0,0.0
4,6,99999.921305,78.694975,0.0,0.0
4,7,99999.921302,78.698201,0.0,0.0
4,11,99999.921308,78.69175,7.375956,0.0
4,16,99999.921305,78.694976,1.563072,0.0
4,31,99999.921308,78.69175,4.348278,0.0
5,10,99999.921308,78.69175,0.0,0.0
5,12,99999.921305,78.694975,10.429025,0.0
5,15,99999.921305,78.694975,0.917912,0.0
5,16,99999.921308,78.69175,1.623988,0.0
5,20,99999.921299,78.701427,4.484534,0.0
5,21,99999.921172,78.827665,0.80049,0.0
5,35,99999.960654,39.345875,1.549602,0.0
5,37,99999.921305,78.694975,4.783392,0.0
5,40,99999.921308,78.69175,0.0,0.0
6,9,99999.921305,78.694975,0.607848,0.0
6,40,99999.921308,78.69175,0.0,0.0
7,8,99999.921302,78.698201,2.281547,0.0
7,11,99999.921311,78.688525,1.388431,0.0
7,13,99999.921308,78.69175,1.207471,0.0
7,20,99999.921302,78.698202,1.671433,0.0
7,29,99999.921311,78.688525,0.0,0.0
7,30,99999.921311,78.688525,3.956914,0.0
7,32,99999.921311,78.688525,1.280069,0.0
7,35,99999.960656,39.344262,2.041101,0.0
7,41,99999.921305,78.694975,0.0,0.0
7,43,99999.921311,78.688525,0.0,0.0
7,45,99999.921185,78.814701,0.0,0.0
8,38,99999.921179,78.821172,0.0,0.0
9,10,99999.921308,78.69175,0.616789,0.0
10,12,99999.921308,78.69175,1.697302,0.0
10,14,99999.921308,78.69175,0.647426,0.0
12,15,99999.921305,78.694975,0.0,0.0
14,18,99999.921305,78.694975,1.360059,0.0
14,23,100000.0,0.0,0.492096,0.0
14,27,99999.960654,39.345875,14.383078,0.0
16,17,99999.921357,78.643427,2.044678,2.5
16,19,99999.921311,78.688525,12.437582,0.0
16,22,99999.921308,78.69175,2.771735,0.0
16,34,99999.921308,78.69175,8.324504,0.0
16,42,99999.921311,78.688525,0.0,0.0
16,46,99999.921311,78.688525,1.654506,0.0
16,48,99999.921308,78.69175,12.112021,0.0
17,18,99999.941005,58.995461,5.811214,2.5
17,19,99999.941032,58.968079,3.19612,0.0
17,24,99999.94103,58.969691,9.884,0.0
17,31,99999.941008,58.992236,8.257985,2.380952
17,44,99999.921353,78.646652,5.931973,2.5
19,42,99999.921311,78.688525,0.0,0.0
20,25,99999.921299,78.701427,3.198028,0.0
20,33,99999.921299,78.701427,5.418062,0.0
21,33,99999.921176,78.82444,5.615115,0.0
22,26,99999.921302,78.698201,6.270528,0.0
22,36,99999.921308,78.69175,6.955624,0.0
23,29,99999.960656,39.344262,0.192046,0.0
23,47,99999.941029,58.971296,2.336144,0.0
24,48,99999.960653,39.347487,5.435467,0.0
26,37,99999.960651,39.3491,0.0,0.0
33,34,99999.921305,78.694975,0.0,0.0
33,43,99999.960654,39.345875,4.919529,0.0
34,39,99999.921302,78.698201,0.0,0.0
35,47,99999.941029,58.971296,6.524086,0.0
40,44,99999.921308,78.69175,0.0,0.0
