node1,node2,free_bw,used_bw,delay,pkloss
1,3,99314.191076,685808.924459,23.373365,0.0
1,4,88934.033206,11065966.794473,12.36999,0.0
1,5,96240.987905,3759012.0946,1.39153,0.0
1,6,97330.121317,2669878.683091,12.065411,0.0
1,8,96856.391457,3143608.542633,0.0,0.0
1,9,95997.181613,4002818.387357,0.0,0.0
1,13,99999.926074,73.925777,0.0,0.0
1,14,91432.737014,8567262.986047,0.0,0.035202
1,17,79733.000822,20266999.178284,10.36191,0.006372
1,21,92311.23172,7688768.27953,77.343345,0.028106
1,22,99373.000932,626999.067745,631.966949,0.029466
1,24,95175.260987,4824739.012964,0.0,0.0
1,26,96895.133555,3104866.445459,0.0,0.0
1,27,93098.672279,6901327.720918,19.731998,0.002084
1,28,92802.544049,7197455.950581,0.0,0.0
1,30,96213.995171,3786004.828531,0.0,0.011944
1,32,99501.460232,498539.767835,0.0,0.0
1,39,99831.158172,168841.827536,19.005895,0.0
1,41,97532.356909,2467643.090905,675.887465,0.0
1,45,65490.405627,34509594.373341,16.685128,0.033233
2,3,99314.40446,685595.540461,14.418602,0.0
2,4,99166.842669,833157.33138,20.727873,0.0
2,7,87240.084894,12759915.105951,15.367031,0.0
2,25,99999.146247,853.752829,17.810583,0.0
2,28,96718.644072,3281355.927549,22.198439,0.0
2,36,95856.721668,4143278.332296,0.0,0.0
2,38,99999.098106,901.894348,10.560513,0.0
2,46,93126.95237,6873047.630246,9.546161,0.0
3,23,99999.963026,36.974294,0.0,0.0
4,5,99474.937726,525062.274135,9.235859,0.0
4,6,92516.091426,7483908.574389,21.308899,0.0
4,7,49415.660157,50584339.843467,11.619687,0.026711
4,11,99999.146609,853.391208,9.35936,0.0
4,16,54789.304621,45210695.378859,29.655576,0.016931
4,31,96810.423686,3189576.314307,31.192422,0.0
5,10,94199.49956,5800500.439936,1.18649,0.0
5,12,90838.082814,9161917.185762,13.732553,0.0
5,15,94207.825963,5792174.036689,6.321073,0.015166
5,16,88022.545969,11977454.031366,30.943632,0.012299
5,20,87279.232365,12720767.634843,0.0,0.0
5,21,99999.963029,36.971425,17.689705,0.0
5,35,97164.342136,2835657.863729,12.389183,0.0
5,37,90212.667068,9787332.931679,13.827562,0.0
5,40,84452.463634,15547536.366161,4.782081,0.020247
6,9,99999.963019,36.981394,2.412438,0.0
6,40,91686.461197,8313538.802915,0.0,0.0
7,8,93637.334474,6362665.526264,15.700102,0.0
7,11,96539.069594,3460930.405835,0.071049,0.0
7,13,94926.697857,5073302.142576,5.481601,0.0
7,20,89110.387335,10889612.664645,3.819108,0.0
7,29,83519.212751,16480787.248787,34.448147,0.0
7,30,95578.514132,4421485.868081,10.118246,0.0
7,32,94739.030107,5260969.89297,0.0,0.0
7,35,89335.433136,10664566.864403,0.0,0.011549
7,41,98254.893512,1745106.488189,12.226105,0.0
7,43,30440.800359,69559199.641114,23.998022,0.0
7,45,72049.34302,27950656.979707,9.469271,0.0
8,38,98147.630371,1852369.628831,5.323052,0.0
9,10,98765.778651,1234221.349237,3.077388,0.0
10,12,99999.179866,820.133728,11.185408,0.0
10,14,99998.463719,1536.280689,9.745598,0.0
12,15,99999.963044,36.955771,31.580091,0.0
14,18,79767.753562,20232246.438198,20.354152,0.0
14,23,86961.844505,13038155.494872,0.0,0.0
14,27,99880.696815,119303.185143,9.648681,0.0
16,17,72403.310963,27596689.03695,35.399675,0.0
16,19,96528.355194,3471644.806089,2.959132,0.0
16,22,84650.048003,15349951.997247,3.505588,0.0
16,34,92182.649306,7817350.694147,4.812002,0.020037
16,42,64569.858178,35430141.821923,6.698489,0.0
16,46,80310.00621,19689993.790061,2.172589,0.022196
16,48,99679.121217,320878.782516,4.33743,0.0
17,18,79145.903857,20854096.14325,6.101966,0.0
17,19,75537.024126,24462975.874346,1.750588,0.0
17,24,90733.163407,9266836.593426,3.468394,0.0
17,31,93245.965728,6754034.272163,1.18196,0.006356
17,44,28559.84452,71440155.47994,11.333466,0.009551
19,42,82075.755554,17924244.44624,0.0,0.0
20,25,92379.867046,7620132.953704,0.0,0.035779
20,33,99499.490446,500509.554421,0.0,0.022894
21,33,92313.495746,7686504.253645,2.587438,0.108796
22,26,99999.926091,73.908696,0.0,0.0
22,36,93444.532799,6555467.200972,0.0,0.034282
23,29,93838.827443,6161172.557139,0.0,0.008386
23,47,95392.037611,4607962.388807,0.0,0.0
24,48,95529.050936,4470949.063986,0.0,0.0
26,37,99999.183422,816.578197,0.0,0.0
33,34,93336.831939,6663168.060539,2.675056,0.045003
33,43,86565.116152,13434883.84781,5.922556,0.172317
34,39,99570.390222,429609.777644,0.0,0.0
35,47,89637.978507,10362021.493071,0.0,0.0
40,44,81474.836606,18525163.39353,0.0,0.0
