src,dst,add_st,mul_st
1,2,1,1.3333333333333333
1,3,0,1.0
1,4,0,1.0
1,5,-1,0.6666666666666666
1,6,-1,0.6666666666666666
1,7,1,1.5
1,8,0,1.0
1,9,-1,0.6666666666666666
1,10,1,1.5
1,11,0,1.0
1,12,1,1.5
1,13,-1,0.6666666666666666
1,14,-2,0.5
1,15,1,1.3333333333333333
1,16,-1,0.75
1,17,-2,0.5
1,18,0,1.0
1,19,0,1.0
1,20,0,1.0
1,21,-2,0.5
1,22,-2,0.5
1,23,-1,0.75
1,24,-3,0.4
1,25,0,1.0
1,26,-1,0.6666666666666666
1,27,-1,0.6666666666666666
1,28,-2,0.5
1,29,1,1.3333333333333333
1,30,0,1.0
1,31,1,1.3333333333333333
1,32,1,1.3333333333333333
2,1,1,1.3333333333333333
2,3,3,2.5
2,4,4,3.0
2,5,3,2.5
2,6,2,1.6666666666666667
2,7,-1,0.6666666666666666
2,8,-1,0.75
2,9,2,1.6666666666666667
2,10,3,2.0
2,11,0,1.0
2,12,3,2.0
2,13,0,1.0
2,14,2,1.6666666666666667
2,15,4,2.3333333333333335
2,16,3,2.0
2,17,3,2.5
2,18,2,1.5
2,19,3,1.75
2,20,0,1.0
2,21,3,2.5
2,22,3,2.5
2,23,2,1.5
2,24,1,1.25
2,25,-2,0.5
2,26,1,1.25
2,27,2,1.6666666666666667
2,28,0,1.0
2,29,-1,0.75
2,30,-1,0.75
2,31,5,3.5
2,32,0,1.0
3,1,0,1.0
3,2,3,2.5
3,4,2,2.0
3,5,1,1.5
3,6,1,1.5
3,7,2,2.0
3,8,0,1.0
3,9,0,1.0
3,10,1,1.3333333333333333
3,11,2,1.6666666666666667
3,12,2,2.0
3,13,1,1.5
3,14,0,1.0
3,15,3,2.5
3,16,1,1.3333333333333333
3,17,0,1.0
3,18,1,1.3333333333333333
3,19,2,1.6666666666666667
3,20,2,2.0
3,21,0,1.0
3,22,0,1.0
3,23,1,1.3333333333333333
3,24,-1,0.75
3,25,2,1.5
3,26,0,1.0
3,27,1,1.5
3,28,0,1.0
3,29,1,1.25
3,30,0,1.0
3,31,3,2.5
3,32,3,2.5
4,1,0,1.0
4,2,4,3.0
4,3,2,2.0
4,5,1,1.3333333333333333
4,6,-1,0.6666666666666666
4,7,2,1.6666666666666667
4,8,0,1.0
4,9,-1,0.75
4,10,1,1.25
4,11,0,1.0
4,12,2,1.6666666666666667
4,13,1,1.3333333333333333
4,14,2,2.0
4,15,3,2.0
4,16,3,2.5
4,17,2,2.0
4,18,1,1.25
4,19,2,1.5
4,20,2,1.6666666666666667
4,21,1,1.3333333333333333
4,22,1,1.3333333333333333
4,23,2,1.6666666666666667
4,24,1,1.3333333333333333
4,25,4,2.3333333333333335
4,26,0,1.0
4,27,1,1.3333333333333333
4,28,1,1.3333333333333333
4,29,3,2.0
4,30,0,1.0
4,31,-1,0.6666666666666666
4,32,3,2.0
5,1,-1,0.6666666666666666
5,2,3,2.5
5,3,1,1.5
5,4,1,1.3333333333333333
5,6,1,1.5
5,7,1,1.3333333333333333
5,8,0,1.0
5,9,1,1.5
5,10,0,1.0
5,11,3,2.5
5,12,-1,0.6666666666666666
5,13,0,1.0
5,14,-1,0.75
5,15,1,1.5
5,16,0,1.0
5,17,0,1.0
5,18,1,1.3333333333333333
5,19,0,1.0
5,20,-1,0.6666666666666666
5,21,-1,0.6666666666666666
5,22,0,1.0
5,23,1,1.3333333333333333
5,24,-1,0.75
5,25,3,2.0
5,26,0,1.0
5,27,0,1.0
5,28,0,1.0
5,29,2,1.6666666666666667
5,30,-1,0.75
5,31,2,1.6666666666666667
5,32,2,1.6666666666666667
6,1,-1,0.6666666666666666
6,2,2,1.6666666666666667
6,3,1,1.5
6,4,-1,0.6666666666666666
6,5,1,1.5
6,7,1,1.3333333333333333
6,8,1,1.5
6,9,-1,0.6666666666666666
6,10,1,1.3333333333333333
6,11,0,1.0
6,12,1,1.3333333333333333
6,13,0,1.0
6,14,-1,0.75
6,15,2,1.6666666666666667
6,16,1,1.3333333333333333
6,17,-1,0.75
6,18,1,1.3333333333333333
6,19,3,2.5
6,20,1,1.3333333333333333
6,21,-1,0.75
6,22,-1,0.75
6,23,2,2.0
6,24,0,1.0
6,25,3,2.0
6,26,-1,0.75
6,27,1,1.5
6,28,-1,0.75
6,29,1,1.25
6,30,-1,0.75
6,31,0,1.0
6,32,2,1.6666666666666667
7,1,1,1.5
7,2,-1,0.6666666666666666
7,3,2,2.0
7,4,2,1.6666666666666667
7,5,1,1.3333333333333333
7,6,1,1.3333333333333333
7,8,-1,0.6666666666666666
7,9,2,2.0
7,10,2,1.6666666666666667
7,11,-2,0.5
7,12,2,1.6666666666666667
7,13,-1,0.6666666666666666
7,14,0,1.0
7,15,3,2.0
7,16,1,1.25
7,17,0,1.0
7,18,1,1.25
7,19,2,1.5
7,20,-1,0.6666666666666666
7,21,0,1.0
7,22,0,1.0
7,23,1,1.25
7,24,-1,0.8
7,25,-2,0.6
7,26,0,1.0
7,27,1,1.3333333333333333
7,28,-1,0.75
7,29,-2,0.5
7,30,-1,0.6666666666666666
7,31,3,2.0
7,32,-1,0.6666666666666666
8,1,0,1.0
8,2,-1,0.75
8,3,0,1.0
8,4,0,1.0
8,5,0,1.0
8,6,1,1.5
8,7,-1,0.6666666666666666
8,9,-1,0.75
8,10,1,1.3333333333333333
8,11,1,1.25
8,12,1,1.3333333333333333
8,13,-1,0.75
8,14,-2,0.6
8,15,2,1.6666666666666667
8,16,0,1.0
8,17,-2,0.6
8,18,2,2.0
8,19,2,1.6666666666666667
8,20,0,1.0
8,21,-2,0.6
8,22,-2,0.6
8,23,1,1.3333333333333333
8,24,-1,0.75
8,25,0,1.0
8,26,-1,0.75
8,27,0,1.0
8,28,-1,0.75
8,29,-1,0.75
8,30,0,1.0
8,31,1,1.25
8,32,-1,0.75
9,1,-1,0.6666666666666666
9,2,2,1.6666666666666667
9,3,0,1.0
9,4,-1,0.75
9,5,1,1.5
9,6,-1,0.6666666666666666
9,7,2,2.0
9,8,-1,0.75
9,10,-1,0.6666666666666666
9,11,1,1.3333333333333333
9,12,0,1.0
9,13,-1,0.75
9,14,-2,0.6
9,15,2,1.6666666666666667
9,16,1,1.3333333333333333
9,17,-1,0.75
9,18,0,1.0
9,19,1,1.25
9,20,0,1.0
9,21,-1,0.75
9,22,-1,0.75
9,23,0,1.0
9,24,-2,0.6
9,25,2,1.5
9,26,-1,0.75
9,27,-1,0.75
9,28,-1,0.75
9,29,1,1.25
9,30,-1,0.75
9,31,0,1.0
9,32,1,1.25
10,1,1,1.5
10,2,3,2.0
10,3,1,1.3333333333333333
10,4,1,1.25
10,5,0,1.0
10,6,1,1.3333333333333333
10,7,2,1.6666666666666667
10,8,1,1.3333333333333333
10,9,-1,0.6666666666666666
10,11,3,2.0
10,12,-1,0.6666666666666666
10,13,0,1.0
10,14,-3,0.4
10,15,0,1.0
10,16,0,1.0
10,17,0,1.0
10,18,-1,0.75
10,19,0,1.0
10,20,-1,0.75
10,21,-1,0.75
10,22,0,1.0
10,23,-1,0.75
10,24,-1,0.8
10,25,3,1.75
10,26,0,1.0
10,27,0,1.0
10,28,0,1.0
10,29,4,3.0
10,30,1,1.3333333333333333
10,31,2,1.5
10,32,2,1.5
11,1,0,1.0
11,2,0,1.0
11,3,2,1.6666666666666667
11,4,0,1.0
11,5,3,2.5
11,6,0,1.0
11,7,-2,0.5
11,8,1,1.25
11,9,1,1.3333333333333333
11,10,3,2.0
11,12,2,1.5
11,13,3,2.5
11,14,2,1.6666666666666667
11,15,4,2.3333333333333335
11,16,3,2.0
11,17,2,1.6666666666666667
11,18,2,1.5
11,19,3,1.75
11,20,2,1.5
11,21,1,1.25
11,22,2,1.6666666666666667
11,23,2,1.5
11,24,1,1.25
11,25,0,1.0
11,26,1,1.25
11,27,1,1.25
11,28,1,1.25
11,29,1,1.5
11,30,0,1.0
11,31,-1,0.75
11,32,-1,0.75
12,1,1,1.5
12,2,3,2.0
12,3,2,2.0
12,4,2,1.6666666666666667
12,5,-1,0.6666666666666666
12,6,1,1.3333333333333333
12,7,2,1.6666666666666667
12,8,1,1.3333333333333333
12,9,0,1.0
12,10,-1,0.6666666666666666
12,11,2,1.5
12,13,1,1.3333333333333333
12,14,0,1.0
12,15,-1,0.6666666666666666
12,16,-1,0.75
12,17,0,1.0
