src,dst,add_st,mul_st
27,31,4,2.3333333333333335
27,32,0,1.0
28,1,-2,0.5
28,2,7,4.5
28,3,10,4.333333333333333
28,4,5,2.6666666666666665
28,5,1,1.3333333333333333
28,6,3,1.75
28,7,6,2.5
28,8,7,2.75
28,9,2,1.5
28,10,1,1.25
28,11,7,2.75
28,12,1,1.25
28,13,7,2.75
28,14,2,1.5
28,15,3,2.5
28,16,1,1.25
28,17,3,2.0
28,18,4,2.3333333333333335
28,19,3,2.0
28,20,1,1.25
28,21,0,1.0
28,22,3,2.0
28,23,7,2.4
28,24,3,1.75
28,25,6,2.5
28,26,4,2.3333333333333335
28,27,-1,0.75
28,29,6,2.2
28,30,7,2.75
28,31,4,2.3333333333333335
28,32,-1,0.75
29,1,7,3.3333333333333335
29,2,-1,0.75
29,3,-1,0.75
29,4,1,1.3333333333333333
29,5,5,2.6666666666666665
29,6,1,1.25
29,7,-2,0.5
29,8,-1,0.75
29,9,2,1.5
29,10,5,3.5
29,11,1,1.5
29,12,4,2.0
29,13,0,1.0
29,14,4,2.0
29,15,5,2.25
29,16,5,2.25
29,17,6,2.5
29,18,4,1.8
29,19,5,2.0
29,20,4,1.8
29,21,4,1.8
29,22,6,2.5
29,23,-3,0.4
29,24,6,2.2
29,25,-1,0.8
29,26,6,2.2
29,27,6,2.2
29,28,6,2.2
29,30,-1,0.75
29,31,6,2.2
29,32,-2,0.6
30,1,8,5.0
30,2,-1,0.75
30,3,2,1.6666666666666667
30,4,0,1.0
30,5,4,2.0
30,6,1,1.25
30,7,-1,0.6666666666666666
30,8,0,1.0
30,9,2,1.5
30,10,4,2.3333333333333335
30,11,-2,0.6
30,12,5,2.6666666666666665
30,13,-1,0.75
30,14,4,2.0
30,15,6,3.0
30,16,4,1.8
30,17,5,2.0
30,18,5,2.25
30,19,6,2.5
30,20,6,3.0
30,21,4,1.8
30,22,5,2.0
30,23,-1,0.8
30,24,6,2.2
30,25,-1,0.8
30,26,9,5.5
