node1,node2,free_bw,used_bw,delay,pkloss
1,3,54984.37768,45015622.319749,2.995372,0.00394
1,4,59755.049044,40244950.956188,5.678535,0.0
1,5,36331.966216,63668033.783927,32.969832,0.0
1,6,96272.371482,3727628.518334,1.255512,0.0
1,8,92776.18627,7223813.72988,3.175974,0.0
1,9,97448.359064,2551640.935907,1.186013,0.0
1,13,87319.22494,12680775.060254,1.27387,0.0
1,14,38402.459676,61597540.324312,1.023412,0.0
1,17,61254.202821,38745797.179103,1.342297,0.0
1,21,90266.796258,9733203.742342,2.790451,0.0
1,22,93851.340677,6148659.322954,1.601458,0.0
1,24,97249.786191,2750213.808995,1.295686,0.0
1,26,98753.734207,1246265.793063,2.823472,0.0
1,27,92392.693753,7607306.247069,1.203418,0.0
1,28,94042.227565,5957772.434791,5.048752,0.0
1,30,95321.171935,4678828.065125,2.016902,0.0
1,32,95315.460087,4684539.913152,1.773953,0.0
1,39,93386.881101,6613118.899224,1.245379,0.0
1,41,99059.016467,940983.532839,1.05083,0.0
1,45,94458.09657,5541903.429982,2.33829,0.0
2,3,75016.6752,24983324.800489,1.216412,0.0
2,4,93765.730806,6234269.19391,1.225471,0.0
2,7,93339.570785,6660429.214526,10.064006,0.0
2,25,94141.351213,5858648.787214,1.062512,0.0
2,28,99999.925538,74.461897,1.733303,0.0
2,36,97532.304831,2467695.168834,0.516534,0.003013
2,38,93214.202753,6785797.246775,1.278877,0.0
2,46,93328.241244,6671758.755704,0.431418,0.0
3,23,89683.923065,10316076.934626,5.054951,0.0
4,5,96086.845831,3913154.169124,7.104039,0.0
4,6,95046.012762,4953987.237887,0.821948,0.0
4,7,97825.259077,2174740.922959,1.009941,0.0
4,11,96165.17495,3834825.050483,0.463605,0.0
4,16,53357.076743,46642923.256524,1.944542,0.003915
4,31,95346.639611,4653360.388761,1.536965,0.0
5,10,79354.525203,20645474.796745,2.680182,0.0
5,12,60852.312666,39147687.333517,0.877976,0.0
5,15,86997.476586,13002523.414159,7.257462,0.0
5,16,74358.916893,25641083.107368,1.292109,0.045832
5,20,58968.646989,41031353.010797,1.119971,0.006012
5,21,94600.117063,5399882.936716,17.813683,0.0
5,35,98996.006856,1003993.144353,0.721931,0.0
5,37,95292.448532,4707551.468179,0.881672,0.0
5,40,94144.116537,5855883.462881,1.682878,0.0
6,9,98988.111628,1011888.372093,0.717998,0.0
6,40,99999.925555,74.444583,3.799558,0.0
7,8,99999.925564,74.435919,0.778079,0.0
7,11,99999.962791,37.209302,19.71209,0.0
7,13,93212.212085,6787787.914675,11.976361,0.0
7,20,98895.595336,1104404.663912,0.946045,0.0
7,29,97090.627377,2909372.623365,20.069122,0.0
7,30,99521.997664,478002.335986,1.708865,0.0
7,32,99573.852316,426147.683679,3.953576,0.0
7,35,99945.371733,54628.267165,15.001059,0.0
7,41,99904.76175,95238.249949,0.071883,0.0
7,43,98631.154458,1368845.542004,1.518369,0.0
7,45,99518.206454,481793.545748,21.124005,0.0
8,38,99999.925535,74.464786,1.363873,0.0
9,10,99999.92555,74.450361,1.338005,0.0
10,12,99851.963523,148036.476582,1.074553,0.0
10,14,80696.573788,19303426.21157,2.38657,0.0
12,15,68301.228576,31698771.424298,1.481891,0.0
14,18,45847.27814,54152721.860465,1.526952,0.0
14,23,96871.507758,3128492.242288,0.95892,0.034037
14,27,99390.675293,609324.706615,2.270937,0.0
16,17,96502.51216,3497487.839665,7.019401,0.0
16,19,61525.044625,38474955.374782,2.499461,0.016121
16,22,95368.479057,4631520.943235,3.262639,0.0
16,34,96669.681088,3330318.911893,15.165448,0.0
16,42,93572.941956,6427058.044194,7.814646,0.0
16,46,98604.047795,1395952.204589,0.654459,0.0
16,48,94480.400774,5519599.226282,1.159072,0.010056
17,18,95197.786667,4802213.333333,11.75797,0.076002
17,19,97446.794991,2553205.009091,0.489473,0.0
17,24,99999.925558,74.441695,2.199531,0.0
17,31,99999.925555,74.444583,0.847459,0.0
17,44,93242.512241,6757487.759398,23.015022,0.0
19,42,99979.706968,20293.031685,3.101587,0.0
20,25,99526.568446,473431.553527,0.953078,0.0
20,33,85918.634219,14081365.781311,0.072122,0.610482
21,33,99999.925518,74.482117,1.062155,0.0
22,26,99999.925527,74.47345,7.754445,0.0
22,36,99999.925541,74.459011,0.587225,0.0
23,29,99999.925532,74.467678,1.592994,0.0
23,47,92040.347373,7959652.626963,1.925111,0.057105
24,48,99999.925541,74.459009,1.098037,0.0
26,37,99999.925535,74.464786,3.535151,0.0
33,34,99999.925527,74.47345,0.766039,0.0
33,43,95659.051163,4340948.836832,1.157522,2.469529
34,39,99999.925529,74.470561,0.643373,0.0
35,47,99999.925512,74.487912,2.832651,0.0
40,44,99999.925515,74.485009,1.22869,0.0
