node1,node2,free_bw,used_bw,delay,pkloss
1,3,99999.920253,79.747467,7.931471,0.0
1,4,32428.675665,67571324.334994,0.311971,0.0
1,5,55274.828026,44725171.974421,1.608849,0.0
1,6,80525.262645,19474737.3547,0.710011,0.006642
1,8,93855.361084,6144638.916436,0.0,0.101833
1,9,88339.564517,11660435.483284,0.0,0.001856
1,13,99437.441207,562558.792635,1.988292,0.0
1,14,85964.995667,14035004.333067,0.0,0.0
1,17,83790.220348,16209779.652155,1.162887,0.0
1,21,96923.660927,3076339.072895,15.514612,0.0
1,22,90848.073083,9151926.916979,1.184583,0.0
1,24,99999.920249,79.750779,0.147939,0.0
1,26,97822.814122,2177185.878161,8.263469,0.0
1,27,96522.321161,3477678.839267,0.76437,0.0
1,28,95813.547072,4186452.928042,0.581384,0.0
1,30,99991.991678,8008.321601,15.781879,0.0
1,32,94222.152313,5777847.687354,1.206756,0.0
1,39,93239.446258,6760553.742306,0.369906,0.0
1,41,99712.966192,287033.808285,2.657413,0.0
1,45,96994.878804,3005121.195956,4.685402,0.0
2,3,0.0,105436318.140546,54.709554,0.0
2,4,0.0,111648317.001468,11.165977,0.0
2,7,89244.154884,10755845.116058,0.314951,0.0
2,25,98051.211293,1948788.707372,2.215981,0.0
2,28,94879.733431,5120266.569077,2.025008,0.0
2,36,92375.247617,7624752.38316,1.66893,0.0
2,38,96637.541692,3362458.308039,0.0,0.0
2,46,92179.967511,7820032.489093,0.414968,0.0
3,23,73532.639162,26467360.838026,1.162171,0.05918
4,5,63394.7297,36605270.299517,0.0,0.037129
4,6,84718.481273,15281518.727243,8.485436,0.027887
4,7,87851.169018,12148830.981916,0.213385,0.12484
4,11,99076.95745,923042.550387,13.052106,0.0
4,16,77753.165934,22246834.06634,11.234403,0.0
4,31,89683.354324,10316645.675833,3.677964,0.0
5,10,96364.618979,3635381.020627,1.154065,0.0
5,12,95095.862745,4904137.254665,1.356483,0.006159
5,15,93879.906702,6120093.297767,1.291513,0.0
5,16,93572.265867,6427734.133044,1.138449,0.0
5,20,91361.387589,8638612.410665,10.902882,0.0
5,21,96192.941331,3807058.669216,14.935136,0.0
5,35,99869.084488,130915.511828,1.562953,0.0
5,37,91793.966995,8206033.005011,0.0,0.318867
5,40,93852.275604,6147724.395958,3.110528,0.0
6,9,97001.844602,2998155.397938,0.0,0.0
6,40,99999.92011,79.890168,15.63096,0.0
7,8,99616.824102,383175.898189,0.0,0.0
7,11,99808.011958,191988.042185,1.129985,0.0
7,13,91900.740502,8099259.497838,1.211882,0.0
7,20,99324.241849,675758.150924,8.287787,0.0
7,29,99938.575522,61424.477867,2.753019,0.0
7,30,97364.67912,2635320.880465,1.114368,0.0
7,32,99999.960128,39.872078,0.790954,0.0
7,35,99999.920183,79.817172,2.777934,0.0
7,41,99999.960131,39.868765,1.99461,0.0
7,43,91923.020598,8076979.401993,2.154469,0.0
7,45,99999.920206,79.79391,12.929082,0.0
8,38,99999.920176,79.823754,4.596829,0.0
9,10,94201.501453,5798498.547195,0.0,0.03251
10,12,99999.920186,79.813847,1.409531,0.0
10,14,94153.946293,5846053.707128,0.0,0.0
12,15,99999.920256,79.744155,4.624963,0.0
14,18,92637.657033,7362342.96714,0.0,0.0
14,23,94317.2282,5682771.800062,4.307508,0.0
14,27,99999.920186,79.813847,0.0,0.0
16,17,98551.403718,1448596.282004,1.928329,0.0
16,19,93746.05134,6253948.66049,0.0,0.0
16,22,99999.920173,79.827108,1.390457,0.0
16,34,94422.597695,5577402.304775,0.790954,0.0
16,42,94236.29411,5763705.889886,0.0,0.0
16,46,99999.920126,79.873542,0.68295,0.0
16,48,94223.004578,5776995.422389,0.0,0.0
17,18,99634.69692,365303.079901,1.424074,3.543307
17,19,99999.9201,79.900125,0.0,0.0
17,24,93558.013983,6441986.01684,0.867486,0.0
17,31,99999.92017,79.830433,0.533462,0.0
17,44,91716.325355,8283674.644584,1.087904,0.0
19,42,99999.920107,79.893475,0.0,0.0
20,25,99999.92011,79.890152,17.446518,0.0
20,33,97333.559439,2666440.561029,0.488997,0.0
21,33,99999.92011,79.890151,4.178524,0.0
22,26,99915.686858,84313.142337,1.436949,0.0
22,36,99999.920173,79.827108,0.350475,0.0
23,29,93317.738421,6682261.578708,1.98853,0.0
23,47,95460.055092,4539944.907775,0.530958,0.0
24,48,99999.920173,79.827108,11.394978,0.0
26,37,99999.920203,79.797255,4.286528,0.0
33,34,99999.920176,79.823783,14.456749,0.0
33,43,99999.920186,79.813847,0.671506,0.0
34,39,99602.513001,397486.999348,14.54699,0.0
35,47,99999.920097,79.90345,0.545025,0.0
40,44,99999.92014,79.860245,1.255393,0.0
