node1,node2,free_bw,used_bw,delay,pkloss
1,3,52986.973618,47013026.381576,7.143974,0.003668
1,4,54648.086702,45351913.298366,3.807187,0.0
1,5,45129.863236,54870136.76368,1.250744,0.0
1,6,96673.068364,3326931.635868,0.0,0.0
1,8,92624.598423,7375401.577418,1.790404,0.0
1,9,93294.502486,6705497.514453,1.771092,0.0
1,13,91097.674635,8902325.365055,14.706612,0.0
1,14,45124.519339,54875480.660512,1.022458,0.0
1,17,74756.483099,25243516.901252,1.52266,0.001798
1,21,64968.202557,35031797.443135,12.931705,0.018344
1,22,70065.036684,29934963.315868,1.052856,0.0
1,24,93892.757285,6107242.715267,0.0,0.0
1,26,98925.168189,1074831.81139,27.835131,0.0
1,27,91760.432916,8239567.084311,1.030087,0.0
1,28,92801.74676,7198253.240398,3.114104,0.002267
1,30,95487.8851,4512114.900014,0.0,0.0
1,32,92631.655877,7368344.122533,13.05151,0.0
1,39,90370.757827,9629242.173434,0.0,0.044712
1,41,98731.333491,1268666.509367,0.464082,0.0
1,45,94989.803347,5010196.653131,0.356674,0.040299
2,3,78290.373101,21709626.899128,22.091269,0.001534
2,4,92076.877044,7923122.955583,0.0,0.0
2,7,95305.69575,4694304.250229,1.895785,0.0
2,25,93843.117723,6156882.27721,1.394391,0.124463
2,28,99999.920299,79.701121,4.294395,0.0
2,36,95700.474258,4299525.741971,0.849485,0.0
2,38,95689.11191,4310888.089519,1.131415,0.004109
2,46,95024.980214,4975019.786132,0.86832,0.005092
3,23,78425.20856,21574791.439861,15.043497,0.134809
4,5,99526.881431,473118.568522,14.083505,0.0
4,6,98038.814589,1961185.411404,0.0,0.0
4,7,99472.407834,527592.16571,17.191529,0.0
4,11,95961.114525,4038885.474522,0.0,0.0
4,16,52820.055047,47179944.953215,21.997571,0.0
4,31,95354.256019,4645743.981405,0.0,0.0
5,10,95440.786025,4559213.974869,0.97096,0.0
5,12,77238.572137,22761427.863369,1.596451,0.0
5,15,99999.960148,39.852215,43.548942,0.0
5,16,80301.724021,19698275.978941,2.874494,0.0
5,20,38351.627324,61648372.676497,3.732443,0.032091
5,21,89276.937156,10723062.843767,2.183557,0.0
5,35,99033.92108,966078.920236,0.392914,0.0
5,37,94360.240922,5639759.078158,1.15943,0.0
5,40,95587.90454,4412095.459679,1.20008,0.058501
6,9,99999.920322,79.677968,0.0,0.0
6,40,99999.920451,79.549418,0.0,0.0
7,8,99999.920292,79.707739,24.701953,0.0
7,11,99999.920305,79.694509,0.720024,0.0
7,13,99999.920292,79.707739,0.0,0.0
7,20,97854.241101,2145758.898884,1.807451,0.0
7,29,95563.75056,4436249.439508,0.0,0.0
7,30,99999.920378,79.621904,0.0,0.0
7,32,99999.920292,79.707739,2.65491,0.0
7,35,99999.920372,79.628493,1.87254,0.0
7,41,99999.920289,79.711048,1.167536,0.0
7,43,99999.92046,79.539718,8.010387,0.0
7,45,99999.920434,79.565981,1.437426,0.0
8,38,99999.960204,39.79612,2.521992,0.0
9,10,99999.920398,79.602069,1.771569,0.0
10,12,99999.94031,59.690021,0.0,0.005875
10,14,99053.854422,946145.577988,2.081394,0.0
12,15,84916.557186,15083442.814045,0.0,0.0
14,18,50652.577921,49347422.079017,0.0,0.0
14,23,99105.496763,894503.23682,40.456533,0.0
14,27,99999.960189,39.810945,1.151919,0.0
16,17,97157.305216,2842694.783808,0.0,0.0
16,19,39718.290677,60281709.322611,56.751013,0.0
16,22,95262.684202,4737315.798212,1.598597,0.0
16,34,96312.652473,3687347.527034,0.649452,0.04746
16,42,96721.05906,3278940.939581,0.385046,0.0
16,46,97021.615742,2978384.257511,1.088977,0.0
16,48,95206.415425,4793584.575347,0.974774,0.0
17,18,95405.616291,4594383.708551,0.0,0.0
17,19,95730.456563,4269543.437491,29.030919,0.0
17,24,99999.920319,79.68128,0.0,0.0
17,31,99999.920322,79.677972,0.0,0.0
17,44,91590.512978,8409487.02248,23.6063,0.0
19,42,97969.847581,2030152.41882,0.030518,0.0
20,25,98392.461055,1607538.945194,0.718951,0.0
20,33,87109.461654,12890538.346432,15.728474,0.0
21,33,99244.843837,755156.163401,0.170112,0.0
22,26,99999.960151,39.848906,17.994642,0.0
22,36,99999.960168,39.83238,7.479548,0.0
23,29,99999.960187,39.812599,40.980577,0.0
23,47,94892.504005,5107495.99532,0.0,0.0
24,48,99999.920339,79.661459,15.034199,0.0
26,37,99999.960159,39.840639,1.219273,0.0
33,34,99999.920523,79.476822,4.459739,0.0
33,43,94059.02772,5940972.28025,0.0,0.0
34,39,99999.920579,79.420889,0.0,0.0
35,47,99999.960211,39.789459,0.0,0.0
40,44,99999.960285,39.715373,37.531018,0.0
