node1,node2,free_bw,used_bw,delay,pkloss
1,3,2003.564877,97996435.122763,0.0,0.009223
1,4,79723.345243,20276654.757261,0.0,0.0
1,5,58848.466084,41151533.915938,0.0,0.0
1,6,88020.575614,11979424.386184,0.0,0.0
1,8,88077.581104,11922418.896264,0.0,0.0
1,9,91899.803246,8100196.754057,0.0,0.0
1,13,89873.12106,10126878.939646,0.0,0.0
1,14,78615.110861,21384889.139269,0.0,0.007473
1,17,93790.454673,6209545.327384,0.0,0.007906
1,21,98810.590985,1189409.015417,0.0,0.0
1,22,99343.322873,656677.126517,0.0,0.0
1,24,96970.285022,3029714.97811,0.0,0.026385
1,26,98974.121112,1025878.887548,0.0,0.040486
1,27,98008.351843,1991648.157272,0.0,0.073565
1,28,93001.561448,6998438.552426,0.0,0.0
1,30,96375.298529,3624701.471338,0.0,0.0
1,32,95267.445592,4732554.407748,0.0,0.0
1,39,98734.488951,1265511.048502,0.0,0.038226
1,41,99927.658654,72341.345692,0.0,0.0
1,45,97148.429972,2851570.028224,0.0,0.0
2,3,49265.45802,50734541.979555,0.968337,0.018636
2,4,94101.584249,5898415.751295,1.926661,0.0
2,7,86439.383076,13560616.923551,0.942588,0.02354
2,25,99336.43504,663564.960274,6.705999,0.0
2,28,97982.144096,2017855.904046,7.259488,0.0
2,36,95175.566007,4824433.992888,8.375525,0.0
2,38,94448.538832,5551461.167642,0.738978,0.0
2,46,94940.73845,5059261.550331,1.17743,0.0
3,23,89378.660988,10621339.012031,1.791835,0.0
4,5,99891.097478,108902.521875,0.379562,0.0
4,6,99827.514201,172485.799019,0.896454,0.0
4,7,99990.144372,9855.627637,0.82314,0.0
4,11,94118.669455,5881330.544529,0.709534,0.005909
4,16,88768.360321,11231639.678909,0.829101,0.0
4,31,91719.098358,8280901.642142,1.308441,0.0
5,10,97223.451079,2776548.921122,0.172019,0.027563
5,12,98831.274241,1168725.759467,0.924945,0.0
5,15,90080.454566,9919545.434358,1.565218,0.0
5,16,99999.9201,79.900125,0.798106,0.0
5,20,88228.409927,11771590.073216,0.0,0.057657
5,21,99999.920103,79.8968,0.510573,0.0
5,35,99999.920083,79.916757,4.476547,0.0
5,37,96500.508352,3499491.647818,0.689507,0.0
5,40,96983.596354,3016403.646415,0.882745,0.0
6,9,99999.96005,39.950062,0.313997,0.0
6,40,99999.960043,39.956715,0.687003,0.0
7,8,99999.920103,79.8968,2.85852,0.0
7,11,99999.9201,79.900125,1.685739,0.0
7,13,99999.920107,79.893476,1.819134,0.0
7,20,99999.920103,79.8968,0.0,0.0
7,29,92315.340579,7684659.420729,0.700116,0.0
7,30,99999.920097,79.90345,0.90754,0.0
7,32,99999.92008,79.920085,1.598954,0.0
7,35,99999.940058,59.941726,0.743032,2.173913
7,41,99999.920077,79.923414,0.0,0.0
7,43,95206.797237,4793202.762891,0.0,0.0
7,45,99999.92009,79.910102,0.0,0.0
8,38,99999.920093,79.906778,4.811049,0.0
9,10,99999.920103,79.8968,0.0,0.0
10,12,99999.920103,79.8968,0.703335,0.0
10,14,99999.920107,79.893475,0.68295,0.0
12,15,99999.920087,79.913429,0.268459,0.0
14,18,89675.555648,10324444.352031,9.482384,0.003925
14,23,99999.920097,79.903451,0.50056,0.0
14,27,99999.9201,79.900125,3.443122,0.0
16,17,99999.920103,79.8968,6.384492,0.0
16,19,93503.1138,6496886.199923,5.353689,0.0
16,22,99999.920103,79.8968,6.188989,0.0
16,34,99999.92008,79.920085,0.957012,0.0
16,42,99104.052585,895947.415161,5.446553,0.0
16,46,99999.92009,79.910102,3.138542,0.0
16,48,96707.788471,3292211.528862,0.0,0.0
17,18,99999.920093,79.906778,0.769615,0.0
17,19,99999.920107,79.893475,1.148224,0.0
17,24,99999.92009,79.910105,0.731587,0.0
17,31,99999.960043,39.956716,0.905991,0.0
17,44,94264.435333,5735564.667024,1.45793,0.0
19,42,99999.92009,79.910105,20.573497,0.0
20,25,99999.9201,79.900125,0.0,0.0
20,33,93163.937697,6836062.302868,0.0,0.0
21,33,99999.9201,79.900125,1.026988,0.0
22,26,99999.920107,79.893475,2.561092,0.0
22,36,99999.92009,79.910105,0.697494,0.0
23,29,99999.920083,79.916754,4.310131,0.0
23,47,99620.971896,379028.103984,2.086401,0.0
24,48,99999.920073,79.926734,0.0,0.0
26,37,99999.92009,79.910105,0.825644,0.0
33,34,99999.920077,79.92341,0.940442,0.0
33,43,99999.92007,79.930068,0.0,0.0
34,39,99999.92007,79.930062,0.793457,0.0
35,47,99999.920067,79.933389,0.695944,0.0
40,44,99999.920077,79.923407,0.038624,0.0
